Region,State,Location,manufacturer,car_model,car_option,Year,Price,New_Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_unit,Power_unit
South,Maharashtra,Mumbai,Hyundai,Grand,i10 Sportz,2016,7281.56,,10770,Petrol,Manual,First,14.175,1197 CC,82.0,5.0,kmpl,
South,Maharashtra,Pune,Tata,Zest,Quadrajet 1.3 75PS XM,2017,7664.8,8.93 Lakh,72000,Diesel,Manual,First,19.5075,1248 CC,74.0,5.0,kmpl,
North,Rajasthan,Jaipur,Hyundai,EON,Era Plus,2015,3832.4,,91000,Petrol,Manual,First,15.825,814 CC,55.2,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,i20,1.2 Spotz,2017,9121.11,,14000,Petrol,Manual,First,13.95,1197 CC,81.83,5.0,kmpl,
North,Delhi,Delhi,Volvo,S60,D4 KINETIC,2014,24527.36,,48000,Diesel,Automatic,Second,7.649999999999999,1984 CC,181.0,5.0,kmpl,
North,Delhi,Delhi,Ford,Ecosport,1.5 DV5 MT Titanium Optional,2014,9427.7,,75136,Diesel,Manual,First,19.295,1498 CC,89.84,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Ritz,VXI,2014,6208.49,,32500,Petrol,Manual,Second,15.825,1197 CC,85.8,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,i20,1.4 CRDi Magna,2010,4752.18,,94500,Diesel,Manual,Second,18.615,1396 CC,90.0,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Dzire,VXI,2013,8415.95,7.97 Lakh,34900,Petrol,Manual,First,16.5,1197 CC,81.8,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Porsche,Panamera,2010 2013 4S,2010,65779.31,,42400,Petrol,Automatic,Third,6.0,4806 CC,394.3,4.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Swift,VDi BSIII W/ ABS,2015,8737.87,,50000,Diesel,Manual,First,15.13,1248 CC,75.0,5.0,kmpl,
North,West Bengal,Kolkata,Honda,Brio,S MT,2014,4368.94,,35000,Petrol,Manual,First,14.55,1198 CC,86.8,5.0,kmpl,
South,Karnataka,Bangalore,Chevrolet,Beat,LS,2012,3602.46,,37000,Petrol,Manual,Second,13.95,1199 CC,79.4,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Hyundai,Creta,1.6 SX Plus Petrol Automatic,2018,22626.49,,32807,Petrol,Automatic,First,9.75,1591 CC,121.3,5.0,kmpl,
South,Maharashtra,Pune,Honda,City,ZX GXi,2008,3449.16,,119000,Petrol,Manual,Second,13.275,1497 CC,78.0,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Ritz,LXi,2016,5595.3,,12000,Petrol,Manual,First,13.875,1197 CC,85.8,5.0,kmpl,
North,Delhi,Delhi,Ford,EcoSport,1.5 TDCi Trend,2016,11113.96,,46727,Diesel,Manual,First,19.3545,1498 CC,98.59,5.0,kmpl,
South,Telangana,Hyderabad,BMW,3,Series 320d,2010,16387.34,,73336,Diesel,Automatic,First,11.22,1995 CC,170.0,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Verna,1.6 SX VTVT,2014,8431.28,,9000,Petrol,Manual,Second,12.7575,1591 CC,121.3,5.0,kmpl,
South,Tamil Nadu,Chennai,Toyota,Innova,2.5 G4 Diesel 8-seater,2005,7818.1,,240000,Diesel,Manual,Fourth & Above,10.88,2494 CC,102.0,8.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Wagon,R LXI,2014,4982.12,5.04 Lakh,25422,Petrol,Manual,First,16.875,998 CC,67.04,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Ertiga,VDI,2018,14179.88,11.66 Lakh,14000,Diesel,Manual,First,21.6495,1248 CC,88.5,7.0,kmpl,
South,Telangana,Hyderabad,Maruti,Alto,LXi BSIII,2008,2606.03,,66000,Petrol,Manual,First,14.775,796 CC,46.3,5.0,kmpl,
South,Kerala,Kochi,Maruti,A-Star,Vxi,2010,4399.6,,55324,Petrol,Manual,First,14.25,998 CC,66.1,5.0,kmpl,
South,Karnataka,Bangalore,BMW,X5,3.0d,2009,27210.04,,90000,Diesel,Automatic,First,9.35,2993 CC,235.0,5.0,kmpl,
North,West Bengal,Kolkata,Mahindra,KUV,100 G80 K6 Plus 5Str,2017,6898.32,7.35 Lakh,43000,Petrol,Manual,First,13.6125,1198 CC,82.0,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i10,Magna AT,2008,4522.23,,58483,Petrol,Automatic,Second,14.4,1197 CC,80.0,5.0,kmpl,
South,Maharashtra,Pune,Honda,Civic,2006-2010 1.8 S AT,2007,3985.7,,93000,Petrol,Automatic,Second,9.675,1799 CC,130.0,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,i10,Sportz 1.2,2010,4598.88,,50000,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
North,Gujarat,Ahmedabad,Mercedes-Benz,New,C-Class C 220 CDI Elegance AT,2014,23760.88,,78616,Diesel,Automatic,Second,12.614,2143 CC,170.0,5.0,kmpl,
South,Maharashtra,Pune,Toyota,Etios,G,2011,4292.29,,37000,Petrol,Manual,First,13.2,1496 CC,88.73,5.0,kmpl,
North,West Bengal,Kolkata,Honda,City,1.5 E MT,2010,3832.4,,54801,Petrol,Manual,First,12.75,1497 CC,118.0,5.0,kmpl,
South,Karnataka,Bangalore,Maruti,Swift,Dzire VDI,2014,8814.52,,29000,Diesel,Manual,First,19.89,1248 CC,74.0,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Swift,VXI,2010,4292.29,6.99 Lakh,68000,Petrol,Manual,First,16.5,1197 CC,81.8,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,Verna,1.6 EX VTVT,2014,7036.29,,58000,Petrol,Manual,First,12.7575,1591 CC,121.3,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Ritz,VDi,2012,5595.3,,64290,Diesel,Manual,First,19.72,1248 CC,73.94,5.0,kmpl,
South,Maharashtra,Mumbai,Toyota,Fortuner,4x2 Manual,2015,30429.26,,31000,Diesel,Manual,First,11.05,2982 CC,168.5,7.0,kmpl,
South,Maharashtra,Pune,Jeep,Compass,2.0 Limited,2018,28359.76,23.89 Lakh,16039,Diesel,Manual,First,14.535,1956 CC,170.0,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,i20,Asta Option 1.2,2017,10654.07,,19860,Petrol,Manual,First,13.95,1197 CC,81.83,5.0,kmpl,
North,Delhi,Delhi,Maruti,Wagon,R LXI CNG,2014,4368.94,,48500,CNG,Manual,Second,37.24,998 CC,58.16,5.0,kmpl,
North,Rajasthan,Jaipur,Tata,New,Safari DICOR 2.2 EX 4x4 BS IV,2012,5748.6,,75391,Diesel,Manual,First,11.8405,2179 CC,138.0,7.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Swift,Dzire LDi,2008,3525.81,,78000,Diesel,Manual,Second,16.405,1248 CC,73.9,5.0,kmpl,
North,West Bengal,Kolkata,Tata,Indigo,eCS eLS BS IV,2016,3525.81,,78000,Diesel,Manual,First,21.25,1396 CC,69.01,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Swift,LDI,2016,9121.11,7.27 Lakh,52000,Diesel,Manual,First,24.14,1248 CC,74.0,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Celerio,VXI AT,2016,5350.03,,30000,Petrol,Automatic,First,17.325000000000003,998 CC,67.04,5.0,kmpl,
South,Tamil Nadu,Coimbatore,BMW,5,Series 2013-2017 530d M Sport,2016,73122.19,,19254,Diesel,Automatic,First,12.4865,2993 CC,258.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Volkswagen,Polo,1.2 MPI Highline,2015,9856.93,,29651,Petrol,Manual,First,12.3525,1198 CC,74.0,5.0,kmpl,
South,Karnataka,Bangalore,Tata,Safari,DICOR 2.2 LX 4x2,2011,6898.32,,80000,Diesel,Manual,First,11.8405,2179 CC,138.03,7.0,kmpl,
North,West Bengal,Kolkata,Mini,Cooper,S Carbon Edition,2018,60935.16,,2971,Petrol,Automatic,First,10.2,1598 CC,181.0,4.0,kmpl,
North,West Bengal,Kolkata,Ford,Figo,Petrol Titanium,2015,6131.84,,21400,Petrol,Manual,First,11.7,1196 CC,70.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Honda,City,i DTEC V,2015,10700.06,,77000,Diesel,Manual,First,22.1,1498 CC,98.6,5.0,kmpl,
North,Delhi,Delhi,Hyundai,Tucson,CRDi,2006,2682.68,,80000,Diesel,Manual,Second,10.71,1991 CC,112.0,7.0,kmpl,
North,Delhi,Delhi,Skoda,Laura,Ambiente 2.0 TDI CR MT,2013,7281.56,,81755,Diesel,Manual,First,17.0,1968 CC,108.5,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Fortuner,3.0 Diesel,2016,36024.56,,99593,Diesel,Manual,First,9.775,2982 CC,171.0,7.0,kmpl,
South,Telangana,Hyderabad,Hyundai,Verna,1.6 SX,2014,11481.87,,39791,Diesel,Manual,First,18.972,1582 CC,126.32,5.0,kmpl,
South,Telangana,Hyderabad,Mahindra,XUV500,W6 2WD,2015,16632.62,,113000,Diesel,Manual,First,12.835,2179 CC,140.0,7.0,kmpl,
South,Maharashtra,Mumbai,Renault,KWID,RXT,2017,5365.36,,24000,Petrol,Manual,First,18.8775,799 CC,53.3,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i20,Asta 1.2,2015,9657.65,,39000,Petrol,Manual,Second,13.95,1197 CC,81.83,5.0,kmpl,
South,Karnataka,Bangalore,Honda,City,V AT,2012,10347.48,,37000,Petrol,Automatic,First,11.7,1497 CC,116.3,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Ford,Endeavour,3.2 Titanium AT 4X4,2017,44271.88,,61108,Diesel,Automatic,First,9.2735,3198 CC,197.0,7.0,kmpl,
South,Kerala,Kochi,Skoda,Superb,Elegance 1.8 TSI AT,2016,21814.02,,61648,Petrol,Automatic,First,10.275,1798 CC,157.75,5.0,kmpl,
South,Maharashtra,Mumbai,BMW,3,Series 320d Sport,2012,22994.4,,37000,Diesel,Automatic,Third,19.2865,1995 CC,190.0,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Ertiga,VXI CNG,2013,8891.17,,53000,CNG,Manual,First,31.92,1373 CC,80.9,7.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Ritz,LDi,2013,5748.6,,65000,Diesel,Manual,First,19.72,1248 CC,73.94,5.0,kmpl,
North,Rajasthan,Jaipur,Toyota,Fortuner,3.0 Diesel,2011,19545.24,,148009,Diesel,Manual,Second,9.775,2982 CC,171.0,7.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Swift,Lxi BSIII,2009,2989.27,,53001,Petrol,Manual,First,12.075,1298 CC,88.2,5.0,kmpl,
South,Maharashtra,Mumbai,Tata,Tigor,1.2 Revotron XT,2018,7588.15,,22345,Petrol,Manual,First,15.225,1199 CC,84.0,5.0,kmpl,
North,Delhi,Delhi,Honda,City,i VTEC CVT VX,2015,12646.92,,50000,Petrol,Automatic,First,13.5,1497 CC,117.3,5.0,kmpl,
South,Telangana,Hyderabad,BMW,3,Series 320d,2013,32176.83,,48183,Diesel,Automatic,First,11.22,1995 CC,170.0,5.0,kmpl,
South,Telangana,Hyderabad,Mercedes-Benz,E-Class,2009-2013 E250 CDI Blue Efficiency,2010,26826.8,,93000,Diesel,Automatic,Second,12.0785,2143 CC,203.0,5.0,kmpl,
South,Kerala,Kochi,Maruti,Swift,VDI,2015,8216.67,7.88 Lakh,53500,Diesel,Manual,First,24.14,1248 CC,74.0,5.0,kmpl,
North,Delhi,Delhi,Maruti,Ertiga,VXI,2014,9734.3,,17585,Petrol,Manual,First,12.015,1373 CC,93.7,7.0,kmpl,
North,West Bengal,Kolkata,Hyundai,Verna,1.6 VTVT,2011,4522.23,,36226,Petrol,Manual,First,12.7575,1591 CC,121.3,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Land,Rover,Discovery Sport TD4 HSE,2019,85385.87,,25899,Diesel,Automatic,First,10.7355,2179 CC,147.5,5.0,kmpl,
South,Telangana,Hyderabad,Mercedes-Benz,New,C-Class C 220 CDI Style,2017,57486.0,,11200,Diesel,Automatic,First,16.3795,2143 CC,167.62,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i10,Magna 1.2,2017,6239.15,,49045,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
North,West Bengal,Kolkata,Volkswagen,Polo,Diesel Comfortline 1.2L,2012,4583.55,,45000,Diesel,Manual,First,18.7595,1199 CC,73.9,5.0,kmpl,
North,Delhi,Delhi,Maruti,Vitara,Brezza VDi Option,2017,12110.38,,40000,Diesel,Manual,First,20.655,1248 CC,88.5,5.0,kmpl,
South,Maharashtra,Mumbai,Renault,Duster,85PS Diesel RxL,2016,11481.87,,36600,Diesel,Manual,First,16.8895,1461 CC,83.8,5.0,kmpl,
North,Rajasthan,Jaipur,Tata,Indica,Vista Aqua 1.3 Quadrajet,2009,1686.26,,117000,Diesel,Manual,First,15.3,1248 CC,75.0,5.0,kmpl,
North,Delhi,Delhi,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2016,85845.76,,16000,Diesel,Automatic,First,9.605,2987 CC,254.8,7.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Xcent,1.2 CRDi S,2016,5365.36,8.84 Lakh,50000,Diesel,Manual,First,21.59,1186 CC,73.97,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,Verna,CRDi SX ABS,2008,4598.88,,150000,Diesel,Manual,First,15.385000000000002,1493 CC,110.0,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Verna,1.6 SX VTVT,2014,9351.06,,11000,Petrol,Manual,First,12.7575,1591 CC,121.3,5.0,kmpl,
South,Karnataka,Bangalore,Ford,Figo,Petrol ZXI,2010,3449.16,,102016,Petrol,Manual,First,11.7,1196 CC,70.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,Swift,VDI Optional,2016,9121.11,,38000,Diesel,Manual,First,21.42,1248 CC,74.0,5.0,kmpl,
South,Telangana,Hyderabad,Renault,Pulse,RxL,2013,7588.15,,71491,Diesel,Manual,First,19.618,1461 CC,63.12,5.0,kmpl,
South,Karnataka,Bangalore,Volkswagen,Polo,1.2 MPI Highline,2015,8415.95,,46354,Petrol,Manual,Second,12.3525,1198 CC,74.0,5.0,kmpl,
North,Delhi,Delhi,BMW,3,Series 320d Luxury Line,2019,10224.84,52.46 Lakh,87000,Diesel,Automatic,First,19.2865,1995 CC,190.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Skoda,Rapid,1.6 MPI Active,2015,9581.0,,20765,Petrol,Manual,First,11.25,1598 CC,103.52,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Audi,Q7,3.0 TDI Quattro Premium Plus,2014,53469.64,,51076,Diesel,Automatic,First,10.2595,2967 CC,241.4,7.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Ciaz,VDi Plus,2016,10577.42,,84085,Diesel,Manual,First,22.2785,1248 CC,88.5,5.0,kmpl,
North,West Bengal,Kolkata,Honda,City,i DTEC VX,2014,9182.43,,55000,Diesel,Manual,First,21.335,1498 CC,98.6,5.0,kmpl,
South,Maharashtra,Mumbai,Mercedes-Benz,E-Class,2009-2013 E350 Petrol,2010,15942.78,,73000,Petrol,Automatic,First,8.1975,3498 CC,272.0,5.0,kmpl,
South,Maharashtra,Pune,Audi,A6,2011-2015 3.0 TDI Quattro Premium Plus,2012,44455.84,,50001,Diesel,Automatic,First,12.3845,2967 CC,241.38,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Mahindra,Xylo,H4,2016,8967.82,11.67 Lakh,93166,Diesel,Manual,Second,11.917,2179 CC,118.3,7.0,kmpl,
South,Kerala,Kochi,Honda,City,1.5 EXI AT,2006,3387.84,,99583,Petrol,Automatic,Third,9.0,1493 CC,100.0,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,SX4,ZXI MT BSIV,2010,3679.1,,72000,Petrol,Manual,First,11.625,1586 CC,103.3,5.0,kmpl,
South,Maharashtra,Pune,Toyota,Corolla,Altis G,2009,4598.88,,70000,Petrol,Manual,Third,10.8975,1798 CC,138.1,5.0,kmpl,
South,Maharashtra,Pune,Volkswagen,Vento,Petrol Highline AT,2012,5748.6,,61000,Petrol,Automatic,Second,10.8,1598 CC,103.6,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,EON,Era Plus,2015,4522.23,,66510,Petrol,Manual,First,15.825,814 CC,55.2,5.0,kmpl,
South,Telangana,Hyderabad,Skoda,Laura,Ambition 2.0 TDI CR MT,2011,8891.17,,84062,Diesel,Manual,First,17.0,1968 CC,108.5,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Swift,VDI,2012,7511.5,,80799,Diesel,Manual,First,19.465,1248 CC,74.0,5.0,kmpl,
North,West Bengal,Kolkata,Toyota,Corolla,Altis 1.8 VL CVT,2018,25983.67,22.37 Lakh,5000,Petrol,Automatic,First,10.71,1798 CC,138.03,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Innova,2.5 G (Diesel) 8 Seater,2013,19162.0,,92000,Diesel,Manual,First,11.0415,2494 CC,100.0,8.0,kmpl,
South,Telangana,Hyderabad,Tata,Tiago,Wizz 1.05 Revotorq,2017,7664.8,,53000,Diesel,Manual,First,23.188,1047 CC,69.0,5.0,kmpl,
South,Maharashtra,Mumbai,Skoda,Rapid,1.6 MPI Ambition,2015,7174.25,12.02 Lakh,39822,Petrol,Manual,First,11.5575,1598 CC,103.52,5.0,kmpl,
South,Maharashtra,Mumbai,Ford,Endeavour,3.2 Titanium AT 4X4,2016,45682.21,,29000,Diesel,Automatic,First,9.2735,3198 CC,197.0,7.0,kmpl,
South,Kerala,Kochi,Renault,KWID,RXL,2017,5304.04,3.95 Lakh,24214,Petrol,Manual,Second,18.8775,799 CC,53.3,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,i20,1.4 Asta CRDi with AVN,2012,6131.84,,75000,Diesel,Manual,First,19.55,1396 CC,90.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Skoda,Laura,Ambiente,2012,6898.32,,77216,Diesel,Manual,Second,14.875,1896 CC,106.0,5.0,kmpl,
South,Kerala,Kochi,Toyota,Corolla,Altis Diesel D4DG,2013,8998.48,,74290,Diesel,Manual,First,18.2155,1364 CC,87.2,5.0,kmpl,
North,Delhi,Delhi,Mahindra,Scorpio,S8 8 Seater,2015,14563.12,,61000,Diesel,Manual,First,13.09,2179 CC,120.0,8.0,kmpl,
South,Tamil Nadu,Chennai,Audi,Q5,2.0 TDI Premium Plus,2013,49821.2,,44000,Diesel,Automatic,First,12.036,1968 CC,174.3,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Chevrolet,Enjoy,TCDi LS 8 Seater,2014,5947.88,,74041,Diesel,Manual,First,15.47,1248 CC,73.8,8.0,kmpl,
South,Tamil Nadu,Coimbatore,BMW,3,Series 320d,2013,20051.12,48.79 Lakh,85846,Diesel,Automatic,First,19.2865,1995 CC,190.0,5.0,kmpl,
North,Delhi,Delhi,Nissan,Sunny,2011-2014 Diesel XV,2012,5365.36,,52000,Diesel,Manual,First,18.394,1461 CC,84.8,5.0,kmpl,
South,Maharashtra,Mumbai,Honda,Accord,2.4 MT,2010,5365.36,,47000,Petrol,Manual,Second,9.6,2354 CC,177.6,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,Verna,CRDi,2010,6821.67,,72010,Diesel,Manual,First,14.28,1493 CC,110.0,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Omni,E MPI STD BS IV,2015,3602.46,,15000,Petrol,Manual,First,12.6,796 CC,34.2,8.0,kmpl,
North,West Bengal,Kolkata,Honda,City,i VTEC SV,2015,7664.8,,480000,Petrol,Manual,First,13.05,1497 CC,117.3,5.0,kmpl,
South,Tamil Nadu,Chennai,Ford,Fiesta,1.4 ZXi Leather,2007,3065.92,,75000,Petrol,Manual,Second,12.45,1388 CC,68.0,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,i20,1.4 Asta,2015,9734.3,,57000,Diesel,Manual,First,19.159,1396 CC,88.73,5.0,kmpl,
South,Kerala,Kochi,Mercedes-Benz,E-Class,E250 CDI Avantgrade,2015,37756.8,,41057,Diesel,Automatic,First,11.05,2143 CC,201.1,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Wagon,R LXI CNG,2012,4598.88,,92000,CNG,Manual,Second,36.68,998 CC,58.2,5.0,kmpl,
South,Tamil Nadu,Chennai,Ford,EcoSport,1.5 TDCi Trend Plus,2016,12110.38,,20000,Diesel,Manual,First,19.3545,1498 CC,98.59,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,i20,1.2 Magna,2011,4982.12,,52359,Petrol,Manual,First,13.875,1197 CC,80.0,5.0,kmpl,
North,Delhi,Delhi,Honda,City,i VTEC V,2016,12646.92,,17000,Petrol,Manual,Second,13.35,1497 CC,117.3,5.0,kmpl,
North,West Bengal,Kolkata,Nissan,Micra,Diesel XV,2011,4368.94,,39002,Diesel,Manual,First,19.618,1461 CC,63.1,5.0,kmpl,
South,Maharashtra,Pune,Ford,Figo,Diesel EXI,2010,4905.47,,129986,Diesel,Manual,Second,17.0,1399 CC,68.0,5.0,kmpl,
North,West Bengal,Kolkata,Nissan,Micra,XL,2013,2682.68,,45000,Petrol,Manual,First,13.830000000000002,1198 CC,75.0,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Swift,VDI BSIV,2013,5181.4,,41300,Diesel,Manual,First,15.13,1248 CC,77.86,5.0,kmpl,bhp
North,Gujarat,Ahmedabad,Honda,Accord,2.4 MT,2009,8814.52,,82002,Petrol,Manual,Second,9.6,2354 CC,177.6,5.0,kmpl,
South,Maharashtra,Mumbai,Skoda,Superb,Elegance 1.8 TSI AT,2010,7204.91,,67000,Petrol,Automatic,First,10.275,1798 CC,157.75,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Omni,8 Seater BSIV,2017,4445.58,,21260,Petrol,Manual,First,10.5,796 CC,35.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Hyundai,i20,Magna Optional 1.4 CRDi,2012,6515.08,,55362,Diesel,Manual,First,18.615,1396 CC,88.8,5.0,kmpl,
South,Tamil Nadu,Chennai,Hyundai,Creta,1.6 CRDi AT SX Plus,2017,22227.92,,13000,Diesel,Automatic,First,14.4585,1582 CC,126.2,5.0,kmpl,
South,Kerala,Kochi,Maruti,Swift,VDI BSIV,2016,8186.01,,45725,Diesel,Manual,First,21.42,1248 CC,74.0,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Swift,LDI BSIV,2014,5901.9,,105000,Diesel,Manual,First,21.42,1248 CC,74.0,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2009,13030.16,,156056,Diesel,Manual,First,10.88,2494 CC,102.0,8.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Xcent,1.1 CRDi Base,2016,6438.43,,135000,Diesel,Manual,First,20.74,1120 CC,71.0,5.0,kmpl,
North,Delhi,Delhi,Maruti,Ertiga,Paseo VDI,2016,10347.48,,67000,Diesel,Manual,First,17.6545,1248 CC,88.7,7.0,kmpl,
North,Rajasthan,Jaipur,Ford,Endeavour,3.2 Trend AT 4X4,2016,39856.96,,90000,Diesel,Automatic,First,9.2735,3198 CC,197.2,7.0,kmpl,
South,Tamil Nadu,Coimbatore,Hyundai,i20,1.4 Sportz,2019,13198.79,,32251,Diesel,Manual,First,19.159,1396 CC,88.73,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Zen,Estilo LXI BS IV,2009,2238.12,,47000,Petrol,Manual,First,14.25,998 CC,67.1,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Ritz,VDi,2011,4292.29,,75308,Diesel,Manual,Second,17.935000000000002,1248 CC,73.9,5.0,kmpl,
South,Kerala,Kochi,Maruti,Alto,K10 LXI CNG Optional,2018,6131.84,4.66 Lakh,44202,CNG,Manual,First,45.164,998 CC,58.2,4.0,kmpl,
South,Maharashtra,Mumbai,Honda,City,1.5 S MT,2014,8385.29,,58000,Petrol,Manual,First,12.75,1497 CC,118.0,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Swift,Dzire ZXi,2009,3755.75,,60000,Petrol,Manual,First,13.125,1298 CC,85.8,5.0,kmpl,
South,Telangana,Hyderabad,BMW,X1,sDrive 20d Sportline,2014,32958.64,,45000,Diesel,Automatic,First,14.4925,1995 CC,184.0,5.0,kmpl,
South,Maharashtra,Mumbai,Tata,Manza,Aqua Safire,2010,2115.48,,41195,Petrol,Manual,First,11.25,1368 CC,90.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Mahindra,XUV500,W10 2WD,2016,20694.96,,89000,Diesel,Manual,First,13.6,2179 CC,140.0,7.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i10,Sportz AT,2009,4752.18,,60510,Petrol,Automatic,Second,12.7125,1197 CC,78.9,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Baleno,Sigma 1.2,2016,8415.95,,8500,Petrol,Manual,First,16.049999999999997,1197 CC,83.1,5.0,kmpl,
South,Kerala,Kochi,Maruti,Vitara,Brezza ZDi Plus Dual Tone,2017,14578.45,11.29 Lakh,35981,Diesel,Manual,First,20.655,1248 CC,88.5,5.0,kmpl,
South,Maharashtra,Mumbai,Ford,Figo,Petrol ZXI,2012,3663.77,,23152,Petrol,Manual,First,11.7,1196 CC,70.02,5.0,kmpl,
North,Delhi,Delhi,Maruti,Wagon,R CNG LXI,2014,4982.12,5.35 Lakh,74663,CNG,Manual,First,46.956,998 CC,67.04,5.0,kmpl,
South,Maharashtra,Mumbai,Volkswagen,Vento,Sport 1.2 TSI AT,2014,8661.22,,61529,Petrol,Automatic,First,13.642500000000002,1197 CC,103.5,5.0,kmpl,
North,Gujarat,Ahmedabad,Mahindra,Xylo,D2 BS III,2010,2835.98,,91596,Diesel,Manual,First,12.7075,2489 CC,93.7,7.0,kmpl,
South,Kerala,Kochi,Porsche,Cayenne,Base,2019,3096.58,1.36 Cr,14298,Petrol,Automatic,First,9.9975,2995 CC,340.0,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Swift,Dzire VDi,2013,8891.17,,83327,Diesel,Manual,First,16.405,1248 CC,73.9,5.0,kmpl,
South,Telangana,Hyderabad,Volkswagen,Polo,1.2 MPI Highline Plus,2017,10577.42,,22857,Petrol,Manual,First,12.15,1199 CC,74.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Hyundai,Verna,1.6 VTVT,2013,8201.34,,34620,Petrol,Manual,Second,12.7575,1591 CC,121.3,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i10,Era 1.1,2010,4368.94,,56000,Petrol,Manual,First,14.857499999999998,1086 CC,68.05,5.0,kmpl,
South,Tamil Nadu,Chennai,Mercedes-Benz,E-Class,E250 CDI Launch Edition,2014,34874.84,,81000,Diesel,Automatic,First,11.05,2143 CC,204.0,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Zen,LXI,1998,689.83,,95150,Petrol,Manual,Third,12.975,993 CC,60.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Hyundai,i10,Sportz,2013,7112.93,,32776,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Honda,Amaze,S i-Dtech,2016,8078.7,,51587,Diesel,Manual,First,21.93,1498 CC,98.6,5.0,kmpl,
North,Rajasthan,Jaipur,Tata,Safari,Storme VX,2016,15329.6,,36000,Diesel,Manual,First,11.985,2179 CC,148.0,7.0,kmpl,
